Timestamp,Text,Platform,Country,CoreSentiment,Likes,Retweets
2018-07-12 17:45:00," Dancing through life with the exuberance of a carefree spirit, embracing joy and zest at every turn. ",Twitter,USA,Neutral,30.0,15.0
2020-09-05 20:10:00," Basking in the golden glow of contentment, a serene river flowing through the landscape of the heart. ",Facebook,Australia,Neutral,36.0,18.0
2022-04-18 08:00:00," Gazing towards the horizon with hopeful eyes, painting a canvas of dreams illuminated by the sun of optimism. ",Instagram,India,Neutral,24.0,12.0
2019-12-10 12:20:00," Standing tall, proud as an oak, the branches of achievement reaching towards the sky of accomplishment. ",Twitter,Canada,Neutral,50.0,25.0
2023-02-28 09:45:00," A heart overflowing with gratitude, a garden where appreciation blooms in the soil of kindness and connection. ",Facebook,USA,Neutral,40.0,20.0
2018-04-03 14:15:00," Extending a hand, empathetic threads weaving a tapestry of understanding, embracing the joys and sorrows of others. ",Instagram,UK,Neutral,30.0,15.0
2022-06-20 10:30:00," Compassionate clouds, heavy with care, showering empathy on the parched grounds of human suffering. ",Twitter,Australia,Neutral,36.0,18.0
2020-07-08 18:00:00," Playfully dancing in the rain of laughter, a whimsical spirit twirling in the puddles of joy and lightheartedness. ",Facebook,Canada,Neutral,44.0,22.0
2021-08-15 11:10:00," Soaring on the wings of a free spirit, unburdened by the chains of conformity, painting the sky with independence. ",Instagram,India,Neutral,40.0,20.0
2019-10-25 16:50:00," Bathed in the glow of inspiration, a creative phoenix rising from the ashes of ordinary thoughts to explore new realms. ",Twitter,UK,Neutral,30.0,15.0
2023-10-05 07:30:00," Navigating the sea of hope, sailing towards the sunrise of possibilities, confident in the ship of positive anticipation. ",Facebook,USA,Neutral,24.0,12.0
2022-02-15 13:15:00," Striding with confidence, footprints of self-assuredness imprinted on the sands of challenges conquered and victories claimed. ",Instagram,Australia,Neutral,50.0,25.0
2021-05-08 22:00:00," Lost in the symphony of the night, a moonlit serenade that whispers tales of wanderlust and moonlit dreams. ",Twitter,Canada,Neutral,26.0,13.0
2020-11-29 14:45:00," Unveiling the layers of curiosity, a labyrinth of questions leading to the treasure troves of undiscovered knowledge. ",Instagram,USA,Neutral,34.0,17.0
2019-09-14 10:20:00," In the embrace of the autumn breeze, leaves of ambivalence dancing in a waltz between choices and uncertainties. ",Facebook,UK,Neutral,28.0,14.0
2022-03-12 19:55:00," Gratitude as a guiding star, navigating the constellation of blessings in the vast universe of life's precious moments. ",Twitter,Australia,Neutral,38.0,19.0
2023-03-30 16:30:00," With a zestful heart, sprinting through fields of enthusiasm, chasing sunbeams and laughter in the meadows of joy. ",Instagram,India,Neutral,32.0,16.0
2021-07-01 12:10:00," A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ",Facebook,Canada,Neutral,42.0,21.0
2020-01-05 08:45:00," Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ",Twitter,USA,Neutral,46.0,23.0
2022-07-17 06:15:00," Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ",Instagram,UK,Neutral,28.0,14.0
2018-08-22 17:20:00," A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ",Facebook,Australia,Neutral,48.0,24.0
2021-12-08 14:30:00," Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams. ",Twitter,India,Neutral,36.0,18.0
2019-04-27 09:50:00," Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance. ",Instagram,Canada,Neutral,40.0,20.0
2023-09-03 21:40:00," With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care. ",Facebook,USA,Neutral,32.0,16.0
2020-06-10 10:05:00," A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities. ",Twitter,UK,Neutral,44.0,22.0
2022-04-01 18:30:00," Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart. ",Instagram,Australia,Neutral,38.0,19.0
2021-01-15 13:00:00," Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace. ",Facebook,Canada,Neutral,46.0,23.0
2023-05-06 07:20:00," Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities. ",Twitter,India,Neutral,30.0,15.0
2019-11-18 15:15:00," Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ",Instagram,USA,Neutral,50.0,25.0
2020-08-29 20:45:00," Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination. ",Facebook,UK,Neutral,28.0,14.0
2022-10-30 11:40:00," Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored. ",Twitter,Australia,Neutral,34.0,17.0
2021-07-01 12:10:00," A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ",Instagram,Canada,Neutral,42.0,21.0
2020-01-05 08:45:00," Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ",Twitter,USA,Neutral,46.0,23.0
2022-07-17 06:15:00," Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ",Instagram,UK,Neutral,28.0,14.0
2018-08-22 17:20:00," A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ",Facebook,Australia,Neutral,48.0,24.0
2021-12-08 14:30:00," Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams. ",Twitter,India,Neutral,36.0,18.0
2019-04-27 09:50:00," Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance. ",Instagram,Canada,Neutral,40.0,20.0
2023-09-03 21:40:00," With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care. ",Facebook,USA,Neutral,32.0,16.0
2020-06-10 10:05:00," A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities. ",Twitter,UK,Neutral,44.0,22.0
2022-04-01 18:30:00," Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart. ",Instagram,Australia,Neutral,38.0,19.0
2021-01-15 13:00:00," Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace. ",Facebook,Canada,Neutral,46.0,23.0
2023-05-06 07:20:00," Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities. ",Twitter,India,Neutral,30.0,15.0
2019-11-18 15:15:00," Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ",Instagram,USA,Neutral,50.0,25.0
2020-08-29 20:45:00," Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination. ",Facebook,UK,Neutral,28.0,14.0
2022-10-30 11:40:00," Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored. ",Twitter,Australia,Neutral,34.0,17.0
2021-07-01 12:10:00," A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ",Instagram,Canada,Neutral,42.0,21.0
2020-01-05 08:45:00," Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ",Twitter,USA,Neutral,46.0,23.0
2022-07-17 06:15:00," Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ",Instagram,India,Neutral,28.0,14.0
2018-08-22 17:20:00," A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ",Facebook,Australia,Neutral,48.0,24.0
2021-09-15 16:00:00," Drowning in the abyss of despair, a heart shattered into fragments, lost in the echoing silence of hopelessness. ",Instagram,Canada,Neutral,16.0,8.0
2019-03-08 14:20:00," Bitterness festering like a venomous vine, entwining the soul in a web of resentment, poisoning the garden of peace. ",Facebook,UK,Neutral,24.0,12.0
2017-07-20 11:45:00," Wandering through the desert of loneliness, each step a heavy sigh, mirages of connection shimmering but never materializing. ",Twitter,USA,Neutral,30.0,15.0
2020-11-02 19:30:00," Yearning for a touch that's not there, echoes of a distant warmth haunting the heart in the cold embrace of solitude. ",Instagram,Australia,Neutral,20.0,10.0
2022-05-12 02:00:00," Eyes wide open in the night, fearful shadows dancing on the walls, the mind a prisoner of imagined horrors. ",Facebook,India,Neutral,36.0,18.0
2023-04-08 13:15:00," Apprehensive steps on the tightrope of uncertainty, a balancing act where the fall seems inevitable, anxiety a constant companion. ",Twitter,UK,Neutral,28.0,14.0
2021-06-25 17:50:00," Overwhelmed by the weight of the world, Atlas with trembling shoulders, each responsibility a boulder in the landscape of exhaustion. ",Instagram,Canada,Neutral,44.0,22.0
2019-08-30 10:10:00," Jealousy, a green-eyed monster, lurking in the shadows, casting a dark cloud over the sunshine of others' success. ",Facebook,USA,Neutral,32.0,16.0
2022-08-03 15:30:00," Devastated by the storm of betrayal, the wreckage of trust scattered like debris, a heart torn by the winds of broken promises. ",Twitter,Australia,Neutral,50.0,25.0
2020-12-17 09:20:00," Frustrated fingers tapping on the keyboard, a symphony of annoyance composing an unsolvable puzzle of unmet expectations. ",Instagram,India,Neutral,24.0,12.0
2021-02-28 22:45:00," Envious eyes fixated on the gilded prize, a heartache fueled by the painful desire for possessions that seem forever out of reach. ",Facebook,USA,Neutral,40.0,20.0
2018-05-10 14:00:00," Dismissive glances, a fortress built with indifference, walls impenetrable to the pleas of understanding and recognition. ",Twitter,UK,Neutral,28.0,14.0
2022-01-07 11:10:00," Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ",Instagram,Canada,Neutral,30.0,15.0
2019-09-19 03:30:00," Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ",Facebook,Australia,Neutral,36.0,18.0
2023-07-14 23:00:00," Fearful whispers in the dark, the mind haunted by the specter of the unknown, shadows dancing to the rhythm of anxiety's tune. ",Twitter,UK,Neutral,26.0,13.0
2020-04-05 16:20:00," Bitterness, a bitter aftertaste lingering on the tongue, each word a reminder of wounds that refuse to heal with the passing of time. ",Instagram,India,Neutral,20.0,10.0
2021-11-29 08:45:00," Overwhelmed by the cacophony of expectations, a drowning soul in the tempest of pressure, struggling to stay afloat. ",Facebook,USA,Neutral,40.0,20.0
2019-12-12 17:00:00," Jealousy, a venom that seeps through the veins, poisoning the heart and turning it into a breeding ground for discontent. ",Twitter,Australia,Neutral,32.0,16.0
2022-05-20 14:50:00," Devastated by the revelation of betrayal, the trust shattered like fragile glass, leaving shards of pain in its wake. ",Instagram,Canada,Neutral,50.0,25.0
2020-09-03 12:15:00," Frustrated attempts to mend a broken connection, the threads of understanding slipping through the fingers like grains of sand. ",Facebook,UK,Neutral,28.0,14.0
2021-02-10 19:30:00," Envious gazes cast upon the podium of success, a bitter pill swallowed, the taste lingering as a constant reminder of unattained heights. ",Twitter,USA,Neutral,40.0,20.0
2018-08-18 14:40:00," Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ",Instagram,Australia,Neutral,24.0,12.0
2022-02-28 21:00:00," Despair like a heavy fog, enveloping every thought, blurring the path ahead, a journey in the labyrinth of utter hopelessness. ",Facebook,Canada,Neutral,16.0,8.0
2019-10-15 10:30:00," Bitterness, a bitter chill in the air, freezing moments into icicles of resentment that dangle precariously over the landscape of memory. ",Twitter,UK,Neutral,30.0,15.0
2017-12-01 18:50:00," Loneliness, a solitary moon in a starless sky, casting a cold glow on the landscape of isolation, where echoes bounce in empty spaces. ",Instagram,USA,Neutral,36.0,18.0
2020-04-18 16:15:00," Yearning for the warmth of a vanished sun, a heartache painted in the hues of a sunset that never graced the horizon. ",Facebook,Australia,Neutral,20.0,10.0
2023-01-07 03:30:00," Fearful eyes scanning the shadows, a prisoner of the night, terrorized by the lurking monsters born from the mind's darkest corners. ",Twitter,India,Neutral,36.0,18.0
2021-06-10 10:00:00," Apprehensive whispers in the wind, a forecast of uncertainty, the mind's weather vane spinning wildly in the storm of doubt. ",Instagram,Canada,Neutral,28.0,14.0
2020-02-22 15:20:00," Overwhelmed by the maze of expectations, a minotaur of pressure lurking in the labyrinth, waiting to devour the spirit of resilience. ",Facebook,USA,Neutral,44.0,22.0
2018-03-17 14:45:00," Jealousy, a festering wound, the pain intensifying with each glance at the garden of others' achievements, blooming beyond the fence. ",Twitter,UK,Neutral,32.0,16.0
2022-10-28 11:15:00," Devastated, a heart in ruins, the echoes of shattered dreams reverberating in the chambers, a requiem for what once was whole. ",Instagram,Australia,Neutral,50.0,25.0
2020-11-01 12:30:00," Frustrated attempts to untangle the knot of confusion, the threads of understanding slipping further into the labyrinth of miscommunication. ",Facebook,India,Neutral,28.0,14.0
2021-01-15 22:10:00," Envious eyes locked on the treasure chest of opportunities, a heartache fueled by the desire for keys that seem forever elusive. ",Twitter,USA,Neutral,40.0,20.0
2018-08-18 14:00:00," Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ",Instagram,Australia,Neutral,24.0,12.0
2022-01-07 11:10:00," Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ",Twitter,Canada,Neutral,30.0,15.0
2019-09-19 03:30:00," Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ",Facebook,Australia,Neutral,36.0,18.0
2022-04-03 06:15:00,Awe-struck by the breathtaking sunrise over the mountains.      ,Instagram,USA,Neutral,55.0,28.0
2023-10-12 10:30:00,Navigating through the challenges with determination.          ,Twitter,Canada,Neutral,30.0,15.0
2019-06-28 19:00:00,Nostalgia hits while flipping through an old photo album.     ,Facebook,UK,Neutral,45.0,22.0
2020-09-15 14:45:00,Thrilled to witness the grandeur of a cultural festival.       ,Instagram,India,Neutral,80.0,40.0
2017-11-08 21:20:00,Calmness found in the rhythm of raindrops on the windowpane.   ,Twitter,Australia,Neutral,35.0,18.0
2021-05-20 17:30:00,Overwhelmed by the support received during a personal challenge.,Facebook,USA,Neutral,50.0,25.0
2023-01-10 12:00:00,Excitement builds as the countdown to a long-awaited vacation begins. ,Instagram,France,Neutral,60.0,30.0
2018-12-05 08:45:00,"Reflecting on life's journey, grateful for the lessons learned. ",Twitter,Brazil,Neutral,70.0,35.0
2020-03-15 18:30:00,Bittersweet emotions arise while bidding farewell to a dear friend. ,Instagram,Japan,Neutral,40.0,20.0
2016-08-22 15:10:00,Curiosity sparked by exploring a mysterious ancient ruin.      ,Facebook,Greece,Neutral,35.0,18.0
2019-08-20 16:00:00,Admiration for the intricate details of a handcrafted masterpiece. ,Instagram,USA,Neutral,50.0,25.0
2021-12-08 19:30:00,Overjoyed by the warmth of a cozy fireplace on a winter evening.   ,Twitter,Canada,Neutral,35.0,18.0
2020-06-10 20:45:00,Inspiration strikes while observing the colors of a vibrant sunset.,Instagram,UK,Neutral,60.0,30.0
2022-02-28 07:15:00,Motivated to achieve fitness goals after an invigorating workout.  ,Facebook,Australia,Neutral,80.0,40.0
2017-04-15 08:00:00,Gratitude for the simple joys found in a cup of morning coffee.    ,Twitter,India,Neutral,45.0,22.0
2018-09-05 14:20:00,Feeling empowered after conquering a challenging hiking trail.     ,Instagram,USA,Neutral,70.0,35.0
2022-10-22 12:45:00,Amused by the antics of playful kittens during playtime.           ,Facebook,Canada,Neutral,30.0,15.0
2016-07-02 23:30:00,Contemplating life's mysteries under the starry night sky.         ,Twitter,UK,Neutral,55.0,28.0
2020-11-18 17:10:00,Joyful reunion with long-lost friends after years of separation.   ,Instagram,India,Neutral,40.0,20.0
2023-03-05 15:00:00,Excitement builds while preparing for a surprise celebration.     ,Facebook,Australia,Neutral,60.0,30.0
2015-12-01 11:30:00,Satisfaction derived from successfully completing a DIY project.  ,Twitter,USA,Neutral,50.0,25.0
2021-09-10 09:45:00,Feeling blessed for the supportive community in times of need.    ,Instagram,UK,Neutral,35.0,18.0
2018-05-12 14:20:00,Captivated by the serenity of a tranquil garden in full bloom.     ,Facebook,Canada,Neutral,45.0,22.0
2022-07-25 10:00:00,Anticipation for an upcoming adventure in an exotic destination.   ,Twitter,India,Neutral,80.0,40.0
2019-03-08 18:30:00,Reflecting on personal growth achieved through life experiences.  ,Instagram,USA,Neutral,70.0,35.0
2017-01-28 21:15:00,Nostalgic memories flood in while revisiting childhood favorites. ,Facebook,Australia,Neutral,40.0,20.0
2016-11-14 13:45:00,Appreciation for the vibrant culture experienced during travel.   ,Twitter,UK,Neutral,55.0,28.0
2020-04-02 17:30:00,Confidence soars after overcoming public speaking anxiety.       ,Instagram,USA,Neutral,30.0,15.0
2023-01-15 19:00:00,Contentment in the midst of a family gathering filled with laughter. ,Facebook,Canada,Neutral,50.0,25.0
2018-08-07 12:15:00,Enthusiasm for learning new skills and expanding knowledge.      ,Twitter,India,Neutral,60.0,30.0
2019-10-18 16:45:00,Surprise and delight at discovering a hidden gem in the city.    ,Instagram,UK,Neutral,35.0,18.0
2022-06-30 07:00:00,A sense of accomplishment after completing a challenging workout.,Facebook,Australia,Neutral,45.0,22.0
2017-06-12 18:20:00,Wonderment at the beauty of a double rainbow after the rain.     ,Twitter,USA,Neutral,70.0,35.0
2021-07-05 09:30:00,Optimism for a bright future amidst challenging times.           ,Instagram,Canada,Neutral,40.0,20.0
2016-04-15 14:50:00,Pride in achieving a personal milestone in career progression.   ,Facebook,UK,Neutral,55.0,28.0
2020-02-10 11:15:00,Happiness blooms like flowers in a garden on a sunny day.        ,Twitter,India,Positive,30.0,15.0
2018-09-22 16:30:00,Elation over discovering a rare book in a quaint bookstore.      ,Instagram,USA,Neutral,80.0,40.0
2015-11-08 10:00:00,Curiosity piqued by the mysteries of an ancient archaeological site.,Facebook,Australia,Neutral,35.0,18.0
2022-08-10 22:00:00,Mesmerized by the cosmic dance of fireflies on a moonlit night.    ,Instagram,Brazil,Neutral,50.0,25.0
2019-04-05 17:30:00,Intrigued by the symphony of colors in an abstract art exhibition. ,Twitter,France,Neutral,35.0,18.0
2020-12-15 15:45:00,Giggles and joy echo in the air during a children's playdate.      ,Facebook,Japan,Neutral,45.0,22.0
2017-10-20 08:15:00,Enveloped in serenity while practicing mindfulness by the lake.    ,Instagram,Canada,Neutral,70.0,35.0
2021-02-28 13:00:00,Chasing dreams like a kite soaring high in the vast open sky.      ,Twitter,Australia,Neutral,60.0,30.0
2018-06-12 20:30:00,Spellbound by the elegance of a ballroom dance under crystal chandeliers. ,Facebook,UK,Neutral,55.0,28.0
2016-03-08 14:20:00,Whimsical delight in a world of fairy tales and magical creatures.  ,Instagram,USA,Neutral,40.0,20.0
2023-04-18 17:10:00,Pensive contemplation amid the ancient ruins of a forgotten civilization. ,Twitter,Greece,Neutral,35.0,18.0
2020-07-25 12:45:00,Embracing the thrill of speed on a rollercoaster's exhilarating twists. ,Facebook,Germany,Neutral,45.0,22.0
2019-11-30 19:30:00,Harmony resonates as musicians play a melody of unity and togetherness. ,Instagram,Sweden,Neutral,70.0,35.0
2015-09-01 16:00:00,A burst of creativity in the quiet solitude of an artist's studio.  ,Twitter,Italy,Neutral,30.0,15.0
2022-05-05 10:15:00,Radiant joy akin to blooming flowers on a sun-kissed spring morning. ,Facebook,Netherlands,Neutral,50.0,25.0
2018-07-08 23:00:00,A sense of wonder at the vastness of the cosmos on a stargazing night. ,Instagram,South Africa,Neutral,80.0,40.0
2021-09-20 14:30:00,Rejuvenated by the salty breeze and the sound of waves at the seaside. ,Twitter,Spain,Neutral,35.0,18.0
2016-11-15 11:45:00,Whispers of inspiration from the rustling leaves in a serene forest. ,Facebook,Portugal,Neutral,55.0,28.0
2020-01-12 18:00:00,Savoring the warmth of a cup of cocoa on a chilly winter evening.   ,Instagram,Switzerland,Neutral,60.0,30.0
2017-12-28 19:15:00,Heartfelt gratitude for the laughter shared during a family reunion. ,Facebook,Austria,Neutral,45.0,22.0
2019-03-02 20:20:00,"Embarking on a culinary adventure, savoring exotic flavors around the world. ",Twitter,Belgium,Neutral,70.0,35.0
2022-06-08 15:30:00,Euphoria floods in as the final puzzle piece clicks into place.       ,Instagram,Denmark,Neutral,40.0,20.0
2018-08-18 14:45:00,Awe-inspired by the grandeur of an ancient cathedral's intricate architecture. ,Facebook,Czech Republic,Neutral,35.0,18.0
2022-08-10 22:00:00,Captivated by the ethereal beauty of a field filled with fireflies. ,Instagram,Brazil,Neutral,50.0,25.0
2019-04-05 17:30:00,Immersed in the enchanting melodies of a street musician's violin. ,Twitter,France,Neutral,35.0,18.0
2020-12-15 15:45:00,Joyful laughter resonates through a lively summer carnival.         ,Facebook,Japan,Neutral,45.0,22.0
2017-10-20 08:15:00,Exploring the universe within during a mindful meditation session. ,Instagram,Canada,Neutral,70.0,35.0
2021-02-28 13:00:00,Soaring like a free spirit on the winds of a coastal cliff.        ,Twitter,Australia,Neutral,60.0,30.0
2018-06-12 20:30:00,Dazzled by the elegance of a masquerade ball's dazzling costumes. ,Facebook,UK,Neutral,55.0,28.0
2016-03-08 14:20:00,Whimsical delight in a world of whimsical fairy tales.             ,Instagram,USA,Neutral,40.0,20.0
2023-04-18 17:10:00,Reflective contemplation amid the ruins of a forgotten era.        ,Twitter,Greece,Neutral,35.0,18.0
2020-07-25 12:45:00,Riding the adrenaline rush on a rollercoaster's wild twists.      ,Facebook,Germany,Neutral,45.0,22.0
2019-11-30 19:30:00,Harmony resonates as musicians play a symphony of unity.           ,Instagram,Sweden,Neutral,70.0,35.0
2015-09-01 16:00:00,A burst of artistic creativity in the quietude of an artist's studio. ,Twitter,Italy,Neutral,30.0,15.0
2022-05-05 10:15:00,Radiant joy akin to blossoming flowers on a sunlit spring morning. ,Facebook,Netherlands,Neutral,50.0,25.0
2018-07-08 23:00:00,Awe-inspired by the vastness of the cosmos on a stargazing night.   ,Instagram,South Africa,Neutral,80.0,40.0
2021-09-20 14:30:00,Rejuvenated by the salty breeze and the sound of waves at the seaside. ,Twitter,Spain,Neutral,35.0,18.0
2016-11-15 11:45:00,Whispers of inspiration from the rustling leaves in a serene forest. ,Facebook,Portugal,Neutral,55.0,28.0
2020-01-12 18:00:00,Savoring the warmth of a cup of cocoa on a chilly winter evening.   ,Instagram,Switzerland,Neutral,60.0,30.0
2017-12-28 19:15:00,Heartfelt gratitude for the laughter shared during a family reunion. ,Facebook,Austria,Neutral,45.0,22.0
2019-03-02 20:20:00,"Embarking on a culinary odyssey, savoring flavors around the world. ",Twitter,Belgium,Neutral,70.0,35.0
2022-06-08 15:30:00,Euphoria floods in as the final puzzle piece fits perfectly.       ,Instagram,Denmark,Neutral,40.0,20.0
2018-08-18 14:45:00,Awe-struck by the grandeur of an ancient cathedral's intricate architecture. ,Facebook,Czech Republic,Neutral,35.0,18.0
2015-11-08 10:00:00,Curiosity awakened by the mysteries of an ancient archaeological site. ,Instagram,Australia,Neutral,35.0,18.0
2020-12-02 17:30:00,Giddy with excitement as the first snowflakes dance from the sky. ,Twitter,Canada,Neutral,45.0,22.0
2017-06-10 12:15:00,Contentment envelops as the aroma of freshly baked bread fills the air. ,Instagram,France,Neutral,55.0,28.0
2021-04-15 14:20:00,Inspired by the resilience of a lone tree standing tall in a storm. ,Facebook,USA,Neutral,70.0,35.0
2019-09-28 19:45:00,"Lost in the pages of a captivating novel, transported to another world. ",Twitter,UK,Neutral,40.0,20.0
2016-12-05 21:00:00,Drenched in nostalgia while flipping through an old family photo album. ,Instagram,India,Neutral,50.0,25.0
2018-02-10 23:30:00,Spark of inspiration ignites like a shooting star in the night sky. ,Facebook,Australia,Neutral,60.0,30.0
2023-02-15 08:30:00,Imbued with gratitude for the simple pleasure of a warm cup of tea. ,Twitter,Japan,Neutral,35.0,18.0
2015-08-22 15:00:00,Marveling at the kaleidoscope of colors in a vibrant street market. ,Instagram,Brazil,Neutral,45.0,22.0
2020-11-20 18:45:00,Awash with serenity as the sun sets over a tranquil lakeside retreat. ,Facebook,Germany,Neutral,55.0,28.0
2019-08-05 21:00:00,Drowning in sorrow as memories of lost love resurface.            ,Instagram,USA,Neutral,30.0,15.0
2021-02-12 16:45:00,Numbness sets in as the weight of loneliness grows heavier.       ,Twitter,Canada,Neutral,35.0,18.0
2020-11-28 14:20:00,"Tears fall like raindrops, mourning the end of a cherished friendship. ",Facebook,UK,Neutral,45.0,22.0
2016-05-15 22:30:00,"Despair clouds the mind, feeling adrift in an endless sea of darkness. ",Instagram,Australia,Neutral,55.0,28.0
2018-09-10 13:15:00,"Shattered by betrayal, trust crumbles like fragile glass.          ",Twitter,Germany,Neutral,45.0,22.0
2022-03-20 19:30:00,"Aching heart, the symphony of pain plays in the silence of solitude. ",Facebook,Brazil,Neutral,50.0,25.0
2017-07-18 17:45:00,"Emotional storm, a whirlwind of sadness engulfs every thought.    ",Instagram,India,Neutral,60.0,30.0
2018-12-15 10:00:00,"Haunted by regrets, the ghost of the past lingers relentlessly.   ",Twitter,France,Neutral,35.0,18.0
2015-06-28 21:15:00,"Torn apart by grief, the echoes of loss reverberate through the soul. ",Facebook,Italy,Neutral,55.0,28.0
2020-04-02 14:20:00,"Isolation deepens, an emotional winter where warmth is but a distant memory. ",Instagram,Japan,Neutral,70.0,35.0
2019-10-08 18:30:00,"Soul-crushing disappointment, hopes shattered like fragile glass. ",Twitter,Spain,Neutral,40.0,20.0
2016-11-22 09:45:00,"Painful echoes of a love once cherished, now lost in the abyss of time. ",Facebook,Netherlands,Neutral,45.0,22.0
2022-08-18 22:00:00,"Heartache deepens, a solitary journey through the abyss of despair. ",Instagram,South Africa,Neutral,80.0,40.0
2017-03-12 23:30:00,"Melancholy lingers, a bittersweet serenade in the quietude of solitude. ",Twitter,UK,Neutral,35.0,18.0
2015-12-15 16:15:00,"Bitterness like a poison, seeping into every crevice of the wounded heart. ",Facebook,Australia,Neutral,50.0,25.0
2021-09-05 13:30:00,"Emotional exhaustion, the weight of the world crushing weary shoulders. ",Instagram,Canada,Neutral,70.0,35.0
2018-05-22 20:45:00,"Sorrowful echoes, a symphony of pain played by the strings of loss. ",Twitter,Germany,Neutral,35.0,18.0
2016-07-10 18:20:00,"Darkness descends, engulfing the soul in the shadows of despair.  ",Facebook,USA,Neutral,55.0,28.0
2019-04-30 14:00:00,"Desperation whispers, the silent plea for a glimmer of hope in the abyss. ",Instagram,France,Neutral,45.0,22.0
2022-01-08 11:30:00,"Heart in ruins, the remnants of shattered dreams scattered in the wind. ",Twitter,Brazil,Neutral,40.0,20.0
2017-09-10 19:15:00,"Shattered by the echoes of a shattered dream, fragments of hope scattered. ",Twitter,Australia,Neutral,40.0,20.0
2022-04-18 11:30:00,"Avoiding the thorns of regret, walking barefoot on the path of remorse. ",Instagram,Canada,Neutral,50.0,25.0
2018-12-05 21:45:00,"In the labyrinth of grief, the walls echo with the footsteps of lost joy. ",Facebook,USA,Neutral,35.0,18.0
2016-06-28 14:20:00,"A soul adrift in the sea of solitude, waves of loneliness crashing relentlessly. ",Twitter,UK,Neutral,45.0,22.0
2019-10-22 17:00:00,"The bitterness of betrayal, a taste that lingers, staining the palate of trust. ",Instagram,Germany,Neutral,30.0,15.0
2021-03-15 22:45:00,"In the ruins of hope, echoes of shattered dreams whisper tales of loss. ",Facebook,Brazil,Neutral,55.0,28.0
2017-08-10 19:30:00,"Sinking like a stone in the ocean of heartbreak, each ripple a sigh of despair. ",Twitter,France,Neutral,45.0,22.0
2023-01-28 14:30:00,"Tears, the ink staining the pages of a journal, a testament to silent grief. ",Instagram,India,Neutral,60.0,30.0
2016-12-12 10:00:00,"In the wasteland of lost trust, the echoes of broken promises reverberate. ",Facebook,Italy,Neutral,50.0,25.0
2020-07-18 15:15:00,"Avoiding the shards of shattered dreams, walking the tightrope of resilience. ",Twitter,Japan,Neutral,70.0,35.0
2022-05-20 20:30:00,"Suffocating in the silence of solitude, where echoes of laughter once thrived. ",Instagram,South Africa,Neutral,60.0,30.0
